Genome,Feature Type,Start,End,Length,Strand,AA Length,Gene Symbol,Product,GO
Pseudomonas aeruginosa ,CDS,371497,372972,1476,-,491,,"Multidrug efflux system, outer membrane factor lipoprotein => OpmE of MexPQ-OpmE system",
Pseudomonas aeruginosa ,CDS,372969,376130,3162,-,1053,,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexQ of MexPQ-OpmE system",
Pseudomonas aeruginosa ,CDS,376127,377284,1158,-,385,,"Multidrug efflux system, membrane fusion component => MexP of MexPQ-OpmE system",
Pseudomonas aeruginosa ,CDS,37625,39451,1827,-,608,,Phosphogluconate dehydratase (EC 4.2.1.12),GO:0004456|phosphogluconate dehydratase activity
Pseudomonas aeruginosa ,CDS,377661,378047,387,+,128,,Lactoylglutathione lyase (EC 4.4.1.5),GO:0004462|lactoylglutathione lyase activity
Pseudomonas aeruginosa ,CDS,378139,379356,1218,-,405,,Argininosuccinate synthase (EC 6.3.4.5),GO:0004055|argininosuccinate synthase activity
Pseudomonas aeruginosa ,CDS,379474,380439,966,-,321,,Putative outer membrane protein,
Pseudomonas aeruginosa ,CDS,380572,381618,1047,+,348,,Dihydroorotase (EC 3.5.2.3),GO:0004151|dihydroorotase activity
Pseudomonas aeruginosa ,CDS,381615,382289,675,+,224,,Ribonuclease T,
Pseudomonas aeruginosa ,CDS,382468,383070,603,-,200,,Alkyl hydroperoxide reductase subunit C-like protein,
Pseudomonas aeruginosa ,CDS,383330,383551,222,+,73,,Bacterioferritin-associated ferredoxin,
Pseudomonas aeruginosa ,CDS,383760,384236,477,+,158,,Bacterioferritin (EC 1.16.3.1),GO:0004322|ferroxidase activity
Pseudomonas aeruginosa ,CDS,384303,385454,1152,-,383,,Membrane protein mosC,
Pseudomonas aeruginosa ,CDS,385537,385863,327,-,108,,Monothiol glutaredoxin GrxD,
Pseudomonas aeruginosa ,CDS,385976,388084,2109,-,702,,Putative oxidoreductase,
Pseudomonas aeruginosa ,CDS,388383,391370,2988,+,995,,Putative serine protease,
Pseudomonas aeruginosa ,CDS,391764,392195,432,-,143,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,392511,393428,918,+,305,,Ornithine carbamoyltransferase (EC 2.1.3.3),GO:0004585|ornithine carbamoyltransferase activity
Pseudomonas aeruginosa ,CDS,393433,394515,1083,+,360,,"Ferric iron ABC transporter, ATP-binding protein",
Pseudomonas aeruginosa ,CDS,394622,395401,780,+,259,,UPF0246 protein YaaA,
Pseudomonas aeruginosa ,CDS,39581,40585,1005,+,334,,NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),GO:0004365|glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
Pseudomonas aeruginosa ,CDS,396303,397613,1311,+,436,,GDP-mannose 6-dehydrogenase (EC 1.1.1.132),GO:0047919|GDP-mannose 6-dehydrogenase activity
Pseudomonas aeruginosa ,CDS,397756,399237,1482,+,493,,Alginate polymerase/glycosyltransferase Alg8,
Pseudomonas aeruginosa ,CDS,399320,400489,1170,+,389,,"Alginate polymerisation protein Alg44, membrane fusion protein",
Pseudomonas aeruginosa ,CDS,400503,401930,1428,+,475,,"Alginate export system AlgK/AlgE, periplasmic component AlgK",
Pseudomonas aeruginosa ,CDS,401927,403399,1473,+,490,,"Alginate export system Algk/AlgE, outer membrane porin AlgE",
Pseudomonas aeruginosa ,CDS,4027,4716,690,-,229,,Cytidylate kinase (EC 2.7.4.25),
Pseudomonas aeruginosa ,CDS,403420,405051,1632,+,543,,Poly (beta-D-mannuronate) C5 epimerase AlgG (EC 5.1.3.-),GO:0036373|L-fucose mutarotase activity
Pseudomonas aeruginosa ,CDS,405064,406488,1425,+,474,,"Alginate O-acetyltransferase AlgX, periplasmic",
Pseudomonas aeruginosa ,CDS,40592,40804,213,-,70,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,406492,407595,1104,+,367,,Alginate lyase AlgL (EC 4.2.2.3),GO:0045135|poly(beta-D-mannuronate) lyase activity
Pseudomonas aeruginosa ,CDS,407592,407807,216,+,71,,FIG00959595: hypothetical protein,
Pseudomonas aeruginosa ,CDS,407837,409399,1563,+,520,,Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-),"GO:0004147|dihydrolipoamide branched chain acyltransferase activity;GO:0004147|sterol O-acyltransferase activity;GO:0004147|N-acetyltransferase activity;GO:0004147|O-acyltransferase activity;GO:0004147|palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity;GO:0004147|carnitine O-acyltransferase activity;GO:0004147|acetyltransferase activity;GO:0004147|C-acyltransferase activity;GO:0004147|palmitoyltransferase activity;GO:0004147|N-acyltransferase activity;GO:0004147|acylglycerol O-acyltransferase activity;GO:0004147|serine O-acyltransferase activity;GO:0004147|O-acetyltransferase activity;GO:0004147|O-octanoyltransferase activity;GO:0004147|octanoyltransferase activity;GO:0004147|O-palmitoyltransferase activity;GO:0004147|S-acyltransferase activity;GO:0004147|S-acetyltransferase activity;GO:0004147|S-malonyltransferase activity;GO:0004147|malonyltransferase activity;GO:0004147|C-palmitoyltransferase activity;GO:0004147|succinyltransferase activity;GO:0004147|N-succinyltransferase activity;GO:0004147|O-succinyltransferase activity;GO:0004147|S-succinyltransferase activity;GO:0004147|sinapoyltransferase activity;GO:0004147|O-sinapoyltransferase activity;GO:0004147|peptidyl-lysine N6-myristoyltransferase activity;GO:0004147|peptidyl-lysine N6-palmitoyltransferase activity;GO:0004147|benzoyl acetate-CoA thiolase activity;GO:0004147|3-hydroxybutyryl-CoA thiolase activity;GO:0004147|3-ketopimelyl-CoA thiolase activity;GO:0004147|N-palmitoyltransferase activity;GO:0004147|myristoyltransferase activity;GO:0004147|acyl-CoA N-acyltransferase activity;GO:0004147|protein-cysteine S-myristoyltransferase activity;GO:0004147|protein-cysteine S-acyltransferase activity;GO:0004147|dihydrolipoamide S-acyltransferase activity;GO:0004147|glucosaminyl-phosphotidylinositol O-acyltransferase activity;GO:0004147|ergosterol O-acyltransferase activity;GO:0004147|lanosterol O-acyltransferase activity;GO:0004147|naphthyl-2-oxomethyl-succinyl-CoA succinyl transferase activity;GO:0004147|2,4,4-trimethyl-3-oxopentanoyl-CoA 2-C-propanoyl transferase activity;GO:0004147|2-methylhexanoyl-CoA C-acetyltransferase activity;GO:0004147|butyryl-CoA 2-C-propionyltransferase activity;GO:0004147|2,6-dimethyl-5-methylene-3-oxo-heptanoyl-CoA C-acetyltransferase activity;GO:0004147|L-2-aminoadipate N-acetyltransferase activity;GO:0004147|UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity;GO:0004147|keto acid formate lyase activity;GO:0004147|Ras palmitoyltransferase activity;GO:0004147|azetidine-2-carboxylic acid acetyltransferase activity;GO:0004147|peptidyl-lysine N-acetyltransferase activity, acting on acetyl phosphate as donor;GO:0004147|acetyl-CoA:L-lysine N6-acetyltransferase"
Pseudomonas aeruginosa ,CDS,40889,41419,531,-,176,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,409414,410589,1176,+,391,,"Alginate O-acetyltransferase AlgJ, inner membrane",
Pseudomonas aeruginosa ,CDS,410662,411312,651,+,216,,"Alginate O-acetyltransferase AlgF, periplasmic",
Pseudomonas aeruginosa ,CDS,411509,412954,1446,+,481,,Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) / Mannose-6-phosphate isomerase (EC 5.3.1.8),GO:0004475|mannose-1-phosphate guanylyltransferase activity;GO:0004476|mannose-6-phosphate isomerase activity
Pseudomonas aeruginosa ,CDS,413342,414490,1149,+,382,,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87),
Pseudomonas aeruginosa ,CDS,414487,415506,1020,+,339,,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53),
Pseudomonas aeruginosa ,CDS,41500,42498,999,-,332,,Segregation and condensation protein B,
Pseudomonas aeruginosa ,CDS,415503,417491,1989,+,662,,UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305),
Pseudomonas aeruginosa ,CDS,417488,418375,888,+,295,,4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3),
Pseudomonas aeruginosa ,CDS,418372,420021,1650,+,549,,Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.43) @ Polymyxin resistance protein PmrK,
Pseudomonas aeruginosa ,CDS,420018,420365,348,+,115,,Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE,
Pseudomonas aeruginosa ,CDS,420362,420775,414,+,137,,Undecaprenyl phosphate-aminoarabinose flippase subunit ArnF,
Pseudomonas aeruginosa ,CDS,420772,422166,1395,+,464,,UDP-glucose 6-dehydrogenase (EC 1.1.1.22),GO:0003979|UDP-glucose 6-dehydrogenase activity
Pseudomonas aeruginosa ,CDS,422320,424077,1758,-,585,,"PTS system, fructose-specific IIB component (EC 2.7.1.202) / PTS system, fructose-specific IIB component (EC 2.7.1.202) / PTS system, fructose-specific IIC component",
Pseudomonas aeruginosa ,CDS,424079,425023,945,-,314,,1-phosphofructokinase (EC 2.7.1.56),GO:0008662|1-phosphofructokinase activity
Pseudomonas aeruginosa ,CDS,425023,427893,2871,-,956,,"PTS system, fructose-specific IIA component (EC 2.7.1.202) / Phosphotransferase system, phosphocarrier protein HPr / Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)",GO:0008965|phosphoenolpyruvate-protein phosphotransferase activity
Pseudomonas aeruginosa ,CDS,42643,43533,891,-,296,,Segregation and condensation protein A,
Pseudomonas aeruginosa ,CDS,428221,429210,990,+,329,,"Fructose repressor FruR, LacI family",
Pseudomonas aeruginosa ,CDS,429221,430000,780,+,259,,Putative deoxyribonuclease YjjV,
Pseudomonas aeruginosa ,CDS,430001,430303,303,-,100,,"Transcriptional regulator, LysR family",
Pseudomonas aeruginosa ,CDS,430288,431208,921,-,306,,"Transcriptional regulator PA3565, LysR family",
Pseudomonas aeruginosa ,CDS,431304,431597,294,+,97,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,431619,432632,1014,+,337,,Zinc-type alcohol dehydrogenase-like protein,
Pseudomonas aeruginosa ,CDS,432690,434576,1887,-,628,,Propionate--CoA ligase (EC 6.2.1.17),GO:0050218|propionate-CoA ligase activity
Pseudomonas aeruginosa ,CDS,434678,435574,897,-,298,,3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31),GO:0008442|3-hydroxyisobutyrate dehydrogenase activity
Pseudomonas aeruginosa ,CDS,435590,437083,1494,-,497,,Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27),GO:0004491|methylmalonate-semialdehyde dehydrogenase (acylating) activity
Pseudomonas aeruginosa ,CDS,43568,44197,630,-,209,,"YciO protein, TsaC/YrdC paralog",
Pseudomonas aeruginosa ,CDS,437215,438138,924,+,307,,"Transcriptional regulator, AraC family",
Pseudomonas aeruginosa ,CDS,438265,438441,177,+,58,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,438449,439627,1179,-,392,,"Multidrug resistance transporter, Bcr/CflA family",
Pseudomonas aeruginosa ,CDS,439993,440631,639,+,212,,"Transcriptional regulator, AcrR family",
Pseudomonas aeruginosa ,CDS,440610,440807,198,-,65,,Copper(I) chaperone CopZ,
Pseudomonas aeruginosa ,CDS,440990,441520,531,+,176,,Cytochrome b561,
Pseudomonas aeruginosa ,CDS,441620,442042,423,+,140,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,44194,45081,888,-,295,,FIG00031715: Predicted metal-dependent phosphoesterases (PHP family),
Pseudomonas aeruginosa ,CDS,442449,443234,786,-,261,,Phenazine biosynthesis protein PhzF like,
Pseudomonas aeruginosa ,CDS,443430,444914,1485,-,494,,Glycerol kinase (EC 2.7.1.30),GO:0004370|glycerol kinase activity
Pseudomonas aeruginosa ,CDS,444978,445448,471,-,156,,Cys-tRNA(Pro) deacylase YbaK,
Pseudomonas aeruginosa ,CDS,445713,446552,840,+,279,,Glycerol uptake facilitator protein,
Pseudomonas aeruginosa ,CDS,446592,448109,1518,+,505,,Glycerol kinase (EC 2.7.1.30),GO:0004370|glycerol kinase activity
Pseudomonas aeruginosa ,CDS,448145,448318,174,+,57,,FIG00960914: hypothetical protein,
Pseudomonas aeruginosa ,CDS,448315,449070,756,+,251,,Glycerol-3-phosphate regulon repressor GlpR,
Pseudomonas aeruginosa ,CDS,449348,450886,1539,+,512,,Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3),GO:0004368|glycerol-3-phosphate dehydrogenase activity;GO:0004368|sn-glycerol-3-phosphate:ubiquinone oxidoreductase activity;GO:0004368|sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity
Pseudomonas aeruginosa ,CDS,451019,451348,330,+,109,,Inner membrane protein YdgC,
Pseudomonas aeruginosa ,CDS,451365,452351,987,-,328,,Putative hydrolase,
Pseudomonas aeruginosa ,CDS,452650,453570,921,+,306,,Transcriptional activator MetR,
Pseudomonas aeruginosa ,CDS,45297,45884,588,+,195,,Intracellular septation protein IspA,
Pseudomonas aeruginosa ,CDS,453576,454826,1251,-,416,,"Outer membrane low permeability porin, OprD family => OccK11/OpdR",
Pseudomonas aeruginosa ,CDS,454879,456084,1206,-,401,,Acetyl-CoA acetyltransferase (EC 2.3.1.9) @ 3-oxoadipyl-CoA thiolase (EC 2.3.1.174),GO:0003985|acetyl-CoA C-acetyltransferase activity;GO:0033812|3-oxoadipyl-CoA thiolase activity
Pseudomonas aeruginosa ,CDS,456107,457639,1533,-,510,,3-hydroxyacyl-CoA dehydrogenase PaaC,
Pseudomonas aeruginosa ,CDS,457636,458433,798,-,265,,Enoyl-CoA hydratase/isomerase family protein,
Pseudomonas aeruginosa ,CDS,458493,459680,1188,-,395,,L-carnitine dehydratase/bile acid-inducible protein F,
Pseudomonas aeruginosa ,CDS,45886,46185,300,+,99,,YciL protein,
Pseudomonas aeruginosa ,CDS,459719,461446,1728,-,575,,Acyl-CoA dehydrogenase,
Pseudomonas aeruginosa ,CDS,461560,462447,888,+,295,,"Transcriptional regulator, LysR family",
Pseudomonas aeruginosa ,CDS,462666,464075,1410,+,469,,Uncharacterized MFS-type transporter,
Pseudomonas aeruginosa ,CDS,46364,46723,360,+,119,,Translation initiation factor 2 (IF-2; GTPase),
Pseudomonas aeruginosa ,CDS,464072,465145,1074,-,357,,Methylphosphotriester-DNA--protein-cysteine S-methyltransferase (EC 2.1.1.n11) / ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63),GO:0003908|methylated-DNA-[protein]-cysteine S-methyltransferase activity
Pseudomonas aeruginosa ,CDS,465235,466557,1323,-,440,,"Uncharacterized amino acid permease, GabP family",
Pseudomonas aeruginosa ,CDS,466757,467572,816,-,271,,5-aminopentanamidase (EC 3.5.1.30) / Aliphatic amidase AmiE (EC 3.5.1.4),GO:0047588|5-aminopentanamidase activity;GO:0004040|amidase activity
Pseudomonas aeruginosa ,CDS,46734,47411,678,+,225,,Two-component system response regulator protein,
Pseudomonas aeruginosa ,CDS,467700,468485,786,+,261,,"Transcriptional regulator, LuxR family",
Pseudomonas aeruginosa ,CDS,468513,468665,153,-,50,,"LSU ribosomal protein L36p @ LSU ribosomal protein L36p, zinc-independent",
Pseudomonas aeruginosa ,CDS,468665,468928,264,-,87,,"LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent",
Pseudomonas aeruginosa ,CDS,469172,470782,1611,+,536,,Ferredoxin-dependent glutamate synthase (EC 1.4.7.1),GO:0016041|glutamate synthase (ferredoxin) activity
Pseudomonas aeruginosa ,CDS,470852,471223,372,-,123,,Diacylglycerol kinase (EC 2.7.1.107),GO:0004143|diacylglycerol kinase activity
Pseudomonas aeruginosa ,CDS,471295,471948,654,-,217,,"Two-component transcriptional response regulator, LuxR family",
Pseudomonas aeruginosa ,CDS,4716,6956,2241,-,746,,Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43) / 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19),GO:0008977|prephenate dehydrogenase activity;GO:0047794|cyclohexadienyl dehydrogenase activity;GO:0003866|3-phosphoshikimate 1-carboxyvinyltransferase activity
Pseudomonas aeruginosa ,CDS,472114,473007,894,+,297,,Permease of the drug/metabolite transporter (DMT) superfamily,
Pseudomonas aeruginosa ,CDS,473011,473727,717,-,238,,"Uncharacterized conserved protein YfiP, contains DTW domain",
Pseudomonas aeruginosa ,CDS,473998,475077,1080,+,359,,Spermidine/putrescine import ABC transporter ATP-binding protein PotA (TC 3.A.1.11.1),
Pseudomonas aeruginosa ,CDS,475082,475975,894,+,297,,Spermidine/putrescine import ABC transporter permease protein PotB (TC 3.A.1.11.1),
Pseudomonas aeruginosa ,CDS,47540,47980,441,+,146,,"P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",
Pseudomonas aeruginosa ,CDS,475968,476738,771,+,256,,Spermidine/putrescine import ABC transporter permease protein PotC (TC 3.A.1.11.1),
Pseudomonas aeruginosa ,CDS,476830,477891,1062,+,353,,Spermidine/putrescine import ABC transporter substrate-binding protein PotD (TC 3.A.1.11.1),
Pseudomonas aeruginosa ,CDS,478067,478477,411,+,136,,Putative NADPH-quinone reductase (modulator of drug activity B),
Pseudomonas aeruginosa ,CDS,478496,478717,222,+,73,,Uncharacterized protein YpeB,
Pseudomonas aeruginosa ,CDS,478841,481246,2406,-,801,,Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9) @ Fructose-6-phosphate phosphoketolase (EC 4.1.2.22),GO:0050193|phosphoketolase activity;GO:0047905|fructose-6-phosphate phosphoketolase activity
Pseudomonas aeruginosa ,CDS,48095,49432,1338,+,445,,Putative two-component sensor,
Pseudomonas aeruginosa ,CDS,481426,482829,1404,+,467,,"Metallo-beta-lactamase family protein, RNA-specific",
Pseudomonas aeruginosa ,CDS,482912,483982,1071,+,356,,Decarboxylase family protein,
Pseudomonas aeruginosa ,CDS,484004,484465,462,-,153,,Regulatory protein RecX,
Pseudomonas aeruginosa ,CDS,484471,485511,1041,-,346,,RecA protein,
Pseudomonas aeruginosa ,CDS,485645,486151,507,-,168,,Nicotinamide-nucleotide amidase (EC 3.5.1.42),GO:0019159|nicotinamide-nucleotide amidase activity
Pseudomonas aeruginosa ,CDS,486299,487306,1008,+,335,,Periplasmic component of the Tol biopolymer transport system,
Pseudomonas aeruginosa ,CDS,487432,489999,2568,+,855,,DNA mismatch repair protein MutS,
Pseudomonas aeruginosa ,CDS,490066,490389,324,+,107,,4Fe-4S dicluster fused with DUF3470,
Pseudomonas aeruginosa ,CDS,49472,49951,480,+,159,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,49932,50492,561,-,186,,Putative NAD(P)H nitroreductase YdjA,
Pseudomonas aeruginosa ,CDS,50557,50928,372,-,123,,Ferredoxin,
Pseudomonas aeruginosa ,CDS,51086,52540,1455,+,484,,Trk potassium uptake system protein TrkH,
Pseudomonas aeruginosa ,CDS,52607,53752,1146,+,381,,"ABC transporter, permease protein (cluster 9, phospholipid)",
Pseudomonas aeruginosa ,CDS,53749,54543,795,+,264,,"ABC transporter, ATP-binding protein (cluster 9, phospholipid)",
Pseudomonas aeruginosa ,CDS,54545,55483,939,+,312,,"ABC transporter, substrate-binding protein (cluster 9, phospholipid)",
Pseudomonas aeruginosa ,CDS,55480,56124,645,+,214,,Membrane lipoprotein lipid attachment site containing protein USSDB6D,
Pseudomonas aeruginosa ,CDS,56147,57160,1014,-,337,,"Transcriptional regulator, AraC family",
Pseudomonas aeruginosa ,CDS,57303,57620,318,+,105,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,57888,59228,1341,+,446,,Proteins incorrectly called adenylate cyclase,
Pseudomonas aeruginosa ,CDS,59218,60273,1056,-,351,,Glycosyltransferase,
Pseudomonas aeruginosa ,CDS,60270,61082,813,-,270,,"Ser/Thr protein phosphatase family protein, UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.-) homolog","GO:0004787|thiamine-pyrophosphatase activity;GO:0004787|8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity;GO:0004787|UDP-2,3-diacylglucosamine hydrolase activity;GO:0004787|bis(5'-nucleosyl)-tetraphosphatase activity;GO:0004787|dATP pyrophosphohydrolase activity;GO:0004787|pyrophosphatase activity;GO:0004787|dihydroneopterin monophosphate phosphatase activity;GO:0004787|dihydroneopterin triphosphate pyrophosphohydrolase activity;GO:0004787|dITP diphosphatase activity;GO:0004787|dTTP diphosphatase activity;GO:0004787|XTP diphosphatase activity;GO:0004787|ATP-dependent 5'-3' DNA helicase activity;GO:0004787|phosphocholine hydrolase activity"
